job_title,course,missing_skills,missing_count,coverage
Adobe_AI_ML_Engineer,CS462,"['Efficiency', 'Strong communication skills', 'Code Review', 'Collaboration', 'Programming', 'Ruby', 'Development', 'Bug fixing', 'Problem Solving Skills', 'Maintaining software applications', 'Customer needs', 'Communication', 'Vue', 'Python', 'Analytical skills', 'Reliability', 'Debugging', 'Angular', 'Teamwork', 'JavaScript', 'Code/API documentation', 'Testing', 'Knowledge sharing', 'Front-end frameworks', 'React.js', 'Feedback', 'High performance', 'DevOps', 'Quality Assurance', 'Planning']",30,0.032258064516129004
Adobe_AI_ML_Engineer,CS314,"['Efficiency', 'Design', 'Ruby', 'Bug fixing', 'Maintaining software applications', 'Customer needs', 'Vue', 'Python', 'Analytical skills', 'Reliability', 'Debugging', 'Angular', 'JavaScript', 'Code/API documentation', 'Knowledge sharing', 'Front-end frameworks', 'React.js', 'Feedback', 'High performance', 'Quality Assurance']",20,0.3548387096774194
Adobe_AI_ML_Engineer,CS165,"['Efficiency', 'Strong communication skills', 'Code Review', 'Design', 'Collaboration', 'Ruby', 'Development', 'Bug fixing', 'Maintaining software applications', 'Customer needs', 'Communication', 'Vue', 'Python', 'Analytical skills', 'Reliability', 'Debugging', 'Angular', 'Teamwork', 'JavaScript', 'Code/API documentation', 'Knowledge sharing', 'Front-end frameworks', 'React.js', 'Feedback', 'High performance', 'DevOps', 'Quality Assurance', 'Planning']",28,0.09677419354838712
Adobe_AI_ML_Engineer,CS201,"['Efficiency', 'Strong communication skills', 'Code Review', 'Design', 'Collaboration', 'Programming', 'Ruby', 'Development', 'Bug fixing', 'Problem Solving Skills', 'Maintaining software applications', 'Customer needs', 'Communication', 'Vue', 'Python', 'Analytical skills', 'Reliability', 'Debugging', 'Angular', 'Teamwork', 'JavaScript', 'Code/API documentation', 'Testing', 'Knowledge sharing', 'Front-end frameworks', 'React.js', 'Feedback', 'High performance', 'DevOps', 'Quality Assurance', 'Planning']",31,0.0
Adobe_AI_ML_Engineer,CS370,"['Efficiency', 'Strong communication skills', 'Code Review', 'Design', 'Collaboration', 'Programming', 'Ruby', 'Development', 'Bug fixing', 'Problem Solving Skills', 'Maintaining software applications', 'Customer needs', 'Communication', 'Vue', 'Python', 'Analytical skills', 'Reliability', 'Debugging', 'Angular', 'Teamwork', 'JavaScript', 'Code/API documentation', 'Testing', 'Knowledge sharing', 'Front-end frameworks', 'React.js', 'Feedback', 'High performance', 'DevOps', 'Quality Assurance', 'Planning']",31,0.0
Adobe_AI_ML_Engineer,CS150,"['Efficiency', 'Strong communication skills', 'Code Review', 'Collaboration', 'Ruby', 'Development', 'Bug fixing', 'Problem Solving Skills', 'Maintaining software applications', 'Customer needs', 'Communication', 'Vue', 'Analytical skills', 'Reliability', 'Debugging', 'Angular', 'Teamwork', 'JavaScript', 'Code/API documentation', 'Testing', 'Knowledge sharing', 'Front-end frameworks', 'React.js', 'Feedback', 'High performance', 'DevOps', 'Quality Assurance', 'Planning']",28,0.09677419354838712
Adobe_AI_ML_Engineer,CS110,"['Efficiency', 'Strong communication skills', 'Code Review', 'Design', 'Collaboration', 'Programming', 'Ruby', 'Development', 'Bug fixing', 'Problem Solving Skills', 'Maintaining software applications', 'Customer needs', 'Communication', 'Vue', 'Python', 'Analytical skills', 'Reliability', 'Debugging', 'Angular', 'Teamwork', 'JavaScript', 'Code/API documentation', 'Testing', 'Knowledge sharing', 'Front-end frameworks', 'React.js', 'Feedback', 'High performance', 'DevOps', 'Quality Assurance', 'Planning']",31,0.0
Adobe_AI_ML_Engineer,CS455,"['Efficiency', 'Strong communication skills', 'Code Review', 'Design', 'Collaboration', 'Programming', 'Ruby', 'Development', 'Bug fixing', 'Problem Solving Skills', 'Maintaining software applications', 'Customer needs', 'Communication', 'Vue', 'Python', 'Analytical skills', 'Reliability', 'Debugging', 'Angular', 'Teamwork', 'JavaScript', 'Code/API documentation', 'Testing', 'Knowledge sharing', 'Front-end frameworks', 'React.js', 'Feedback', 'DevOps', 'Quality Assurance', 'Planning']",30,0.032258064516129004
Adobe_AI_ML_Engineer,CS470 - Modules,"['Efficiency', 'Strong communication skills', 'Code Review', 'Design', 'Collaboration', 'Programming', 'Ruby', 'Development', 'Bug fixing', 'Problem Solving Skills', 'Maintaining software applications', 'Customer needs', 'Communication', 'Vue', 'Python', 'Analytical skills', 'Reliability', 'Debugging', 'Angular', 'Teamwork', 'JavaScript', 'Code/API documentation', 'Testing', 'Knowledge sharing', 'Front-end frameworks', 'React.js', 'Feedback', 'High performance', 'DevOps', 'Quality Assurance', 'Planning']",31,0.0
Adobe_AI_ML_Engineer,CS453,"['Efficiency', 'Strong communication skills', 'Code Review', 'Design', 'Collaboration', 'Programming', 'Ruby', 'Development', 'Bug fixing', 'Problem Solving Skills', 'Maintaining software applications', 'Customer needs', 'Communication', 'Vue', 'Python', 'Analytical skills', 'Reliability', 'Debugging', 'Angular', 'Teamwork', 'JavaScript', 'Code/API documentation', 'Knowledge sharing', 'React.js', 'Feedback', 'High performance', 'DevOps', 'Quality Assurance', 'Planning']",29,0.06451612903225812
